1371.0,-1.0,0.06,0.323,0.0
1372.0,-1.0,0.054,0.324,0.0
1373.0,-1.0,0.075,0.339,0.0
1374.0,-1.0,0.078,0.356,0.0
1375.0,-0.969652,0.083,0.397,1.0
1376.0,-0.970686,0.083,0.411,1.0
1377.0,-0.946769,0.093,0.404,2.0
1378.0,-0.92823,0.1,0.418,3.0
1379.0,-0.971922,0.085,0.419,1.0
1380.0,-0.951346,0.101,0.407,2.0
1381.0,-1.0,0.1,0.394,0.0
1382.0,-1.0,0.093,0.413,0.0
1383.0,-1.0,0.085,0.404,0.0
1384.0,-1.0,0.087,0.421,0.0
1385.0,-1.0,0.095,0.404,0.0
1386.0,-1.0,0.105,0.421,0.0
1387.0,-1.0,0.118,0.4,0.0
1388.0,-0.981709,0.134,0.408,1.0
1389.0,-1.0,0.14,0.404,0.0
1390.0,-1.0,0.135,0.394,0.0
1391.0,-0.981139,0.129,0.411,1.0
1392.0,-0.960661,0.124,0.41,2.0
1393.0,-0.90005,0.115,0.435,5.0
1394.0,-0.881207,0.122,0.414,6.0
1395.0,-0.880521,0.119,0.422,6.0
1396.0,-0.844961,0.129,0.45,9.0
1397.0,-0.817744,0.116,0.473,10.0
1398.0,-0.906904,0.116,0.463,5.0
1399.0,-0.882519,0.112,0.456,6.0
1400.0,-0.95663,0.115,0.401,2.0
1401.0,-0.954294,0.102,0.429,2.0
1402.0,-0.859813,0.1,0.428,6.0
1403.0,-0.861265,0.106,0.408,6.0
1404.0,-0.84382,0.108,0.415,7.0
1405.0,-0.949613,0.101,0.393,2.0
1406.0,-0.945747,0.096,0.384,2.0
1407.0,-0.972596,0.091,0.401,1.0
1408.0,-1.0,0.091,0.403,0.0
1409.0,-1.0,0.091,0.405,0.0
1410.0,-1.0,0.101,0.394,0.0
1411.0,-1.0,0.116,0.39,0.0
1412.0,-1.0,0.118,0.378,0.0
1413.0,-1.0,0.11,0.404,0.0
1414.0,-1.0,0.109,0.417,0.0
1415.0,-1.0,0.113,0.418,0.0
1416.0,-1.0,0.115,0.426,0.0
1417.0,-0.97801,0.107,0.425,1.0
1418.0,-0.937292,0.111,0.431,3.0
1419.0,-0.941689,0.118,0.436,3.0
1420.0,-0.897394,0.11,0.443,5.0
1421.0,-0.976994,0.103,0.422,1.0
1422.0,-1.0,0.103,0.416,0.0
1423.0,-0.955465,0.103,0.436,2.0
1424.0,-0.904589,0.094,0.446,4.0
1425.0,-0.868756,0.083,0.459,5.0
1426.0,-0.854972,0.078,0.442,5.0
1427.0,-0.817537,0.092,0.417,7.0
1428.0,-0.774096,0.096,0.415,9.0
1429.0,-0.832906,0.094,0.382,6.0
1430.0,-0.767124,0.099,0.347,8.0
1431.0,-0.700599,0.1,0.334,10.0
1432.0,-0.620253,0.1,0.316,12.0
1433.0,-0.54732,0.109,0.304,15.0
1434.0,-0.481985,0.119,0.292,18.0
1435.0,-0.646662,0.126,0.292,13.0
1436.0,-0.702317,0.124,0.298,11.0
1437.0,-0.7151,0.117,0.3,10.0
1438.0,-0.638434,0.111,0.299,12.0
1439.0,-0.678457,0.11,0.311,11.0
1440.0,-0.75,0.12,0.3,9.0
1441.0,-0.73152,0.111,0.302,9.0
1442.0,-0.713631,0.097,0.288,8.0
1443.0,-0.755382,0.084,0.292,6.0
1444.0,-0.665062,0.085,0.281,8.0
1445.0,-0.767258,0.077,0.279,5.0
1446.0,-0.741535,0.073,0.265,5.0
1447.0,-0.949678,0.069,0.288,1.0
1448.0,-0.872449,0.056,0.28,2.0
1449.0,-0.841068,0.066,0.286,3.0
1450.0,-0.773255,0.059,0.299,4.0
1451.0,-0.650559,0.064,0.313,7.0
1452.0,-0.634146,0.05,0.328,6.0
1453.0,-0.548691,0.059,0.338,9.0
1454.0,-0.347287,0.067,0.343,15.0
1455.0,-0.378625,0.071,0.34,15.0
1456.0,-0.295185,0.069,0.329,16.0
1457.0,-0.544191,0.071,0.309,10.0
1458.0,-0.501837,0.053,0.303,8.0
1459.0,-0.780606,0.043,0.318,3.0
1460.0,-0.764595,0.048,0.354,4.0
1461.0,-0.655647,0.048,0.363,6.0
1462.0,-0.610364,0.029,0.354,4.0
1463.0,-0.523052,0.034,0.37,6.0
1464.0,-0.463807,0.03,0.373,6.0
1465.0,-0.61494,0.028,0.371,4.0
1466.0,-0.473906,0.027,0.352,5.0
1467.0,-0.55918,0.026,0.349,4.0
1468.0,-0.313187,0.024,0.364,6.0
1469.0,-0.259259,0.018,0.375,5.0
1470.0,0.0566038,0.02,0.364,8.0
1471.0,0.145636,0.024,0.366,11.0
1472.0,-0.142514,0.017,0.343,5.0
1473.0,-0.750499,0.012,0.334,1.0
1474.0,-0.821937,0.016,0.351,1.0
1475.0,-0.428571,0.01,0.35,2.0
1476.0,-0.188312,0.014,0.352,4.0
1477.0,0.309869,0.009,0.356,5.0
1478.0,-0.152363,0.013,0.363,4.0
1479.0,-0.25401,0.007,0.383,2.0
1480.0,-0.170813,0.006,0.402,2.0
1481.0,-0.511002,0.01,0.409,2.0
1482.0,-1.0,0.005,0.424,0.0
1483.0,-1.0,0.004,0.438,0.0
1484.0,-1.0,0.004,0.451,0.0
1485.0,-1.0,0.007,0.476,0.0
1486.0,-1.0,0.005,0.464,0.0
1487.0,-1.0,0.003,0.477,0.0
1488.0,-1.0,0.002,0.495,0.0
1489.0,-1.0,0.002,0.461,0.0
1490.0,-1.0,0.001,0.467,0.0
1491.0,-1.0,0.001,0.428,0.0
1492.0,-1.0,0.002,0.414,0.0
1493.0,-1.0,0.003,0.42,0.0
1494.0,-1.0,0.004,0.417,0.0
1495.0,-1.0,0.003,0.44,0.0
1496.0,-1.0,0.001,0.42,0.0
